Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Latitude,Longitude,restaurants,stores,transport,school,nightlife,golf,park,grocery,service,recreational,cultural,leisure
57,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,172500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
83,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,245000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
88,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,164500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
106,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,0,None,None,0,8,2008,WD,Normal,250000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
116,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,GasA,Gd,Y,SBrkr,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,0,None,None,0,6,2007,WD,Normal,176000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
159,FV,100.0,12552,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,0,GdWo,None,0,5,2010,WD,Normal,254900,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
181,FV,70.04995836802665,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,GasA,Ex,Y,SBrkr,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,177000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
197,RL,79.0,9416,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Y,SBrkr,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,786,TA,TA,Y,171,138,0,0,266,0,0,None,None,0,9,2007,New,Partial,311872,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
213,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,0,None,None,0,7,2009,New,Partial,252678,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
241,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,0,None,None,0,4,2010,WD,Normal,262500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
257,FV,64.0,8791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,GasA,Ex,Y,SBrkr,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,673,TA,TA,Y,216,56,0,0,0,0,0,None,None,0,5,2008,WD,Normal,207500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
271,FV,84.0,10728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,Gd,Y,SBrkr,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,1053,TA,TA,Y,192,51,0,0,0,0,0,None,None,0,8,2006,New,Partial,266000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
282,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,GasA,Gd,Y,SBrkr,0,1262,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,Fin,2,572,TA,TA,Y,0,120,0,0,0,0,0,None,None,0,5,2006,New,Partial,185000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
284,RL,74.0,9612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,898,TA,TA,Y,210,150,0,0,0,0,0,None,None,0,12,2009,New,Partial,244600,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
286,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,RFn,2,528,TA,TA,Y,0,54,0,0,0,0,0,None,None,0,6,2007,New,Partial,164700,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
298,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,326,975,GasA,Ex,Y,SBrkr,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,RFn,2,576,TA,TA,Y,0,10,0,0,198,0,0,None,None,0,6,2007,WD,Normal,239000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
318,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,GasA,Ex,Y,SBrkr,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,1025,TA,TA,Y,208,46,0,0,0,0,0,None,None,0,12,2007,WD,Normal,270000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
378,FV,102.0,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,0,None,None,0,12,2007,WD,Normal,340000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
382,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,572,TA,TA,Y,216,121,0,0,0,0,0,None,None,0,8,2006,New,Partial,187750,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
400,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,None,Attchd,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,0,None,None,0,10,2009,WD,Normal,241000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
410,FV,85.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,GasA,Ex,Y,SBrkr,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,0,None,None,0,4,2008,New,Partial,339750,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
413,FV,70.04995836802665,4403,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,0,None,None,0,6,2010,New,Partial,222000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
454,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,0,None,None,0,6,2009,WD,Normal,210000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
461,FV,75.0,8004,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerset,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,0,1935,1,0,2,1,3,1,TA,8,Typ,0,None,BuiltIn,Fin,2,552,TA,TA,Y,0,150,0,0,0,0,0,None,None,0,12,2009,New,Partial,263435,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
502,FV,75.0,9803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,866,GasA,Gd,Y,SBrkr,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,603,TA,TA,Y,0,108,0,0,0,0,0,None,None,0,2,2008,WD,Normal,226700,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
508,FV,75.0,7862,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,Y,SBrkr,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,None,Attchd,Fin,2,676,TA,TA,Y,0,102,0,0,0,0,0,None,None,0,9,2009,New,Partial,208300,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
526,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,1257,GasA,Ex,Y,SBrkr,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,453,TA,TA,Y,38,144,0,0,0,0,0,None,None,0,4,2006,WD,Normal,176000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
550,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,Y,SBrkr,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,615,TA,TA,Y,182,182,0,0,0,0,0,None,None,0,11,2009,WD,Normal,263000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
579,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,689,689,GasA,Ex,Y,SBrkr,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,None,Detchd,Unf,2,540,TA,TA,Y,0,102,0,0,0,0,0,None,None,0,2,2008,WD,Abnorml,146000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
604,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,0,None,None,0,6,2010,WD,Normal,151000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
624,FV,70.04995836802665,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420,Unf,0,336,756,GasA,Ex,Y,SBrkr,0,1512,0,0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,0,None,None,0,6,2007,WD,Normal,168500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
642,FV,70.04995836802665,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,0,319,1057,GasA,Ex,Y,SBrkr,0,1929,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,650,TA,TA,Y,0,235,0,0,0,0,0,None,None,0,5,2007,WD,Normal,226000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
645,FV,85.0,9187,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,GasA,Ex,Y,SBrkr,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,478,TA,TA,Y,195,130,0,0,0,0,0,None,None,0,10,2009,New,Partial,370878,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
651,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,SBrkr,0,1665,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,562,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,205950,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
665,RL,49.0,20896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Somerset,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,Y,SBrkr,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,1134,TA,TA,Y,192,267,0,0,0,0,0,None,None,0,1,2006,New,Partial,423000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
687,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,Y,SBrkr,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,0,None,None,0,8,2007,New,Partial,227875,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
688,FV,70.04995836802665,5105,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,Y,SBrkr,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,Unf,2,480,TA,TA,Y,0,60,0,0,0,0,0,None,None,0,3,2007,WD,Normal,148800,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
700,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,GasA,Ex,Y,SBrkr,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,0,None,None,0,7,2008,WD,Normal,196000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
756,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,0,1471,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,0,None,None,0,3,2009,WD,Normal,172500,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
759,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,0,1501,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,179400,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
763,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,0,None,None,0,6,2010,Con,Normal,215200,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
766,RL,75.0,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,0,None,None,0,8,2008,New,Partial,264132,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
794,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,0,None,None,0,6,2007,New,Partial,225000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
806,RL,91.0,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,0,None,None,0,7,2008,New,Partial,227680,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
825,FV,81.0,11216,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,0,None,None,0,6,2006,New,Partial,232600,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
830,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,None,None,0,7,2006,WD,Normal,147400,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
832,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,None,None,0,6,2006,WD,Normal,151000,42.0497577,-93.6394647,1,1,0,0,1,0,1,1,1,1,0,0
